alert_id,row_index,timestamp,source_ip,destination_ip,predicted_class,true_class,confidence,simulated_campaign_id,correlation_group_id,is_correlated_campaign,kill_chain_stages_seen,matched_known_pattern,matched_pattern_similarity
ALERT-00068,487882,2026-08-12 11:44:41,10.0.105.84,192.168.104.179,DDoS,DDoS,0.9996819372510496,CAMP-0024,CORR-0002,False,impact,,
ALERT-00294,201316,2026-08-12 11:45:02,10.0.163.211,192.168.119.233,DoS Hulk,DoS Hulk,0.9993868146964978,,,False,,,
ALERT-00174,12463,2026-08-12 11:45:04,10.0.76.59,192.168.93.46,DoS Hulk,DoS Hulk,0.9993926134429274,,,False,,,
ALERT-00008,3887,2026-08-12 11:45:12,10.0.113.214,192.168.140.181,PortScan,PortScan,0.9991761764172672,CAMP-0004,CORR-0005,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,1.0000001192092896
ALERT-00069,160392,2026-08-12 11:45:40,10.0.105.84,192.168.104.179,DoS Hulk,DoS Hulk,0.9993869284763426,CAMP-0024,CORR-0002,False,impact,,
ALERT-00183,295982,2026-08-12 11:45:56,10.0.39.39,192.168.208.145,Web Attack - XSS,BENIGN,0.6101811761725514,,,False,,,
ALERT-00201,97641,2026-08-12 11:46:04,10.0.113.32,192.168.120.177,DoS Hulk,DoS Hulk,0.999386815177057,,,False,,,
ALERT-00011,204763,2026-08-12 11:46:29,10.0.3.171,192.168.210.142,PortScan,PortScan,0.99918704329054,CAMP-0005,CORR-0033,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.944947361946106
ALERT-00043,166645,2026-08-12 11:46:40,10.0.210.236,192.168.118.90,DoS Hulk,DoS Hulk,0.9993868149276768,CAMP-0016,CORR-0021,False,impact,,
ALERT-00012,1114,2026-08-12 11:47:05,10.0.3.171,192.168.210.142,DDoS,DDoS,0.9996817292798348,CAMP-0005,CORR-0033,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.944947361946106
ALERT-00044,255063,2026-08-12 11:47:48,10.0.210.236,192.168.118.90,DoS Hulk,DoS Hulk,0.9993868147031972,CAMP-0016,CORR-0021,False,impact,,
ALERT-00013,22800,2026-08-12 11:47:49,10.0.3.171,192.168.210.142,DoS Hulk,DoS Hulk,0.9994266975082576,CAMP-0005,CORR-0033,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.944947361946106
ALERT-00009,417160,2026-08-12 11:47:58,10.0.113.214,192.168.140.181,DoS Hulk,DoS Hulk,0.999386817789824,CAMP-0004,CORR-0005,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,1.0000001192092896
ALERT-00199,252946,2026-08-12 11:47:59,10.0.19.16,192.168.43.203,PortScan,PortScan,0.9990308914496624,,,False,,,
ALERT-00277,218439,2026-08-12 11:48:43,10.0.232.161,192.168.166.11,DoS Hulk,DoS Hulk,0.999386816006057,,,False,,,
ALERT-00335,261143,2026-08-12 11:50:41,10.0.103.107,192.168.187.25,DoS Hulk,DoS Hulk,0.9993868276323828,,,False,,,
ALERT-00001,343814,2026-08-12 11:52:40,10.0.172.166,192.168.77.118,PortScan,PortScan,0.9991812645126662,CAMP-0001,CORR-0012,True,"impact, reconnaissance",Reconnaissance-to-DDoS Campaign,0.9999999403953552
ALERT-00002,345216,2026-08-12 11:53:08,10.0.172.166,192.168.77.118,DDoS,DDoS,0.9996845034860844,CAMP-0001,CORR-0012,True,"impact, reconnaissance",Reconnaissance-to-DDoS Campaign,0.9999999403953552
ALERT-00204,299663,2026-08-12 11:56:01,10.0.11.228,192.168.111.189,FTP-Patator,FTP-Patator,0.9996980916464666,,,False,,,
ALERT-00329,160753,2026-08-12 11:57:35,10.0.163.150,192.168.141.183,DDoS,DDoS,0.9996822186748175,,,False,,,
ALERT-00292,446195,2026-08-12 11:59:08,10.0.159.227,192.168.242.144,DDoS,DDoS,0.9996844930351906,,,False,,,
ALERT-00244,384419,2026-08-12 12:01:18,10.0.33.129,192.168.248.152,PortScan,PortScan,0.9991836274177012,,,False,,,
ALERT-00309,181301,2026-08-12 12:02:08,10.0.249.6,192.168.13.202,DoS Hulk,DoS Hulk,0.9993868145999258,,,False,,,
ALERT-00111,370401,2026-08-12 12:03:25,10.0.183.74,192.168.61.70,DoS Hulk,DoS Hulk,0.9993868162726474,CAMP-0037,CORR-0015,False,impact,,
ALERT-00123,121113,2026-08-12 12:03:34,10.0.112.125,192.168.8.100,DDoS,DDoS,0.9996844953820266,,,False,,,
ALERT-00157,415497,2026-08-12 12:03:43,10.0.146.157,192.168.172.98,PortScan,PortScan,0.9990396315418442,,,False,,,
ALERT-00112,474969,2026-08-12 12:04:56,10.0.183.74,192.168.61.70,DoS Hulk,DoS Hulk,0.9993868146945156,CAMP-0037,CORR-0015,False,impact,,
ALERT-00284,25447,2026-08-12 12:04:59,10.0.248.207,192.168.76.192,DoS Hulk,DoS Hulk,0.9993868189722876,,,False,,,
ALERT-00133,383216,2026-08-12 12:11:07,10.0.192.139,192.168.14.244,PortScan,PortScan,0.9989680789970136,,,False,,,
ALERT-00119,292087,2026-08-12 12:12:06,10.0.98.123,192.168.2.242,PortScan,PortScan,0.999184163552138,,,False,,,
ALERT-00273,437673,2026-08-12 12:12:24,10.0.199.205,192.168.59.156,DoS Hulk,DoS Hulk,0.9993868185040172,,,False,,,
ALERT-00033,23713,2026-08-12 12:13:09,10.0.175.64,192.168.171.27,DDoS,DDoS,0.9996845018667092,CAMP-0012,CORR-0013,False,impact,,
ALERT-00034,282064,2026-08-12 12:15:42,10.0.175.64,192.168.171.27,DDoS,DDoS,0.9996803781871222,CAMP-0012,CORR-0013,False,impact,,
ALERT-00303,63943,2026-08-12 12:18:04,10.0.114.244,192.168.61.219,PortScan,PortScan,0.9991912848714002,,,False,,,
ALERT-00278,481734,2026-08-12 12:19:15,10.0.202.113,192.168.9.149,DDoS,DDoS,0.9996845026637876,,,False,,,
ALERT-00287,89215,2026-08-12 12:19:45,10.0.248.217,192.168.206.143,DoS Hulk,DoS Hulk,0.9993868138706766,,,False,,,
ALERT-00281,56130,2026-08-12 12:19:48,10.0.34.202,192.168.139.225,DoS GoldenEye,DoS GoldenEye,0.954682669900582,,,False,,,
ALERT-00290,496473,2026-08-12 12:22:52,10.0.150.98,192.168.211.164,DDoS,DDoS,0.9996810434366268,,,False,,,
ALERT-00339,122005,2026-08-12 12:23:30,10.0.111.25,192.168.191.190,DDoS,DDoS,0.9996845025773125,,,False,,,
ALERT-00336,371327,2026-08-12 12:24:25,10.0.110.81,192.168.171.66,PortScan,PortScan,0.999179398250864,,,False,,,
ALERT-00142,50173,2026-08-12 12:24:58,10.0.238.80,192.168.148.174,PortScan,PortScan,0.9991830420022948,,,False,,,
ALERT-00130,501188,2026-08-12 12:27:03,10.0.117.84,192.168.87.195,DDoS,DDoS,0.999684502666458,,,False,,,
ALERT-00241,35095,2026-08-12 12:28:12,10.0.82.191,192.168.122.181,DDoS,DDoS,0.9996844995964635,,,False,,,
ALERT-00268,263237,2026-08-12 12:28:16,10.0.219.124,192.168.28.61,DDoS,DDoS,0.999684389357948,,,False,,,
ALERT-00260,364747,2026-08-12 12:28:55,10.0.44.45,192.168.21.157,Web Attack - Brute Force,Web Attack - Brute Force,0.6052153650341524,,,False,,,
ALERT-00239,122527,2026-08-12 12:29:09,10.0.252.179,192.168.62.147,DoS Hulk,DoS Hulk,0.9993868163864208,,,False,,,
ALERT-00267,234589,2026-08-12 12:30:05,10.0.117.217,192.168.78.51,DoS Hulk,DoS Hulk,0.999386831760266,,,False,,,
ALERT-00270,52988,2026-08-12 12:36:09,10.0.6.251,192.168.213.169,DDoS,DDoS,0.999684495378852,,,False,,,
ALERT-00286,460955,2026-08-12 12:37:02,10.0.37.194,192.168.248.58,DDoS,DDoS,0.999684496961467,,,False,,,
ALERT-00216,63967,2026-08-12 12:40:44,10.0.83.30,192.168.249.198,DDoS,DDoS,0.9996845030182976,,,False,,,
ALERT-00211,134289,2026-08-12 12:43:00,10.0.249.24,192.168.121.90,DoS Hulk,DoS Hulk,0.9993868144450074,,,False,,,
ALERT-00039,245694,2026-08-12 12:44:51,10.0.189.237,192.168.86.201,DoS Hulk,DoS Hulk,0.9993868226691404,CAMP-0014,CORR-0016,False,impact,,
ALERT-00218,81218,2026-08-12 12:45:41,10.0.169.223,192.168.139.119,DoS Hulk,DoS Hulk,0.9993862292012118,,,False,,,
ALERT-00040,260019,2026-08-12 12:46:04,10.0.189.237,192.168.86.201,DoS Slowloris,DoS Slowloris,0.9973321650111884,CAMP-0014,CORR-0016,False,impact,,
ALERT-00089,47655,2026-08-12 12:46:20,10.0.218.197,192.168.19.117,PortScan,PortScan,0.9989598170732416,CAMP-0030,CORR-0023,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.9606821537017822
ALERT-00232,367589,2026-08-12 12:46:36,10.0.71.198,192.168.203.219,DoS Hulk,DoS Hulk,0.9993868169081036,,,False,,,
ALERT-00115,409349,2026-08-12 12:47:04,10.0.105.85,192.168.139.120,DoS Hulk,DoS Hulk,0.9993868146452992,CAMP-0039,CORR-0003,False,impact,,
ALERT-00184,450075,2026-08-12 12:47:17,10.0.22.64,192.168.31.143,PortScan,PortScan,0.9991841793405916,,,False,,,
ALERT-00116,346728,2026-08-12 12:47:29,10.0.105.85,192.168.139.120,DDoS,DDoS,0.999684497629089,CAMP-0039,CORR-0003,False,impact,,
ALERT-00117,216555,2026-08-12 12:48:31,10.0.105.85,192.168.139.120,DDoS,DDoS,0.9996818251517104,CAMP-0039,CORR-0003,False,impact,,
ALERT-00120,222556,2026-08-12 12:48:50,10.0.77.193,192.168.100.219,DDoS,DDoS,0.999681402524307,,,False,,,
ALERT-00090,499071,2026-08-12 12:49:11,10.0.218.197,192.168.19.117,PortScan,PortScan,0.9989545930999166,CAMP-0030,CORR-0023,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.9606821537017822
ALERT-00131,372616,2026-08-12 12:50:13,10.0.72.193,192.168.244.213,DoS Hulk,DoS Hulk,0.999386815598106,,,False,,,
ALERT-00091,444891,2026-08-12 12:51:48,10.0.218.197,192.168.19.117,DoS Hulk,DoS Hulk,0.999386815832235,CAMP-0030,CORR-0023,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.9606821537017822
ALERT-00092,128610,2026-08-12 12:52:47,10.0.218.197,192.168.19.117,PortScan,PortScan,0.9987730447101169,CAMP-0030,CORR-0023,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.9606821537017822
ALERT-00325,212377,2026-08-12 12:52:48,10.0.16.123,192.168.217.103,PortScan,PortScan,0.9989933644878156,,,False,,,
ALERT-00147,36780,2026-08-12 12:53:57,10.0.201.11,192.168.89.137,PortScan,PortScan,0.9990369975541028,,,False,,,
ALERT-00187,45348,2026-08-12 12:54:11,10.0.77.221,192.168.151.254,PortScan,PortScan,0.9989901509676952,,,False,,,
ALERT-00053,731,2026-08-12 12:58:19,10.0.89.187,192.168.202.81,DDoS,DDoS,0.999684501325942,CAMP-0020,CORR-0039,False,impact,,
ALERT-00245,140115,2026-08-12 13:00:27,10.0.223.26,192.168.224.217,DoS Hulk,DoS Hulk,0.9993868230265088,,,False,,,
ALERT-00054,505736,2026-08-12 13:01:04,10.0.89.187,192.168.202.81,Web Attack - XSS,Web Attack - Brute Force,0.6168315840980382,CAMP-0020,CORR-0039,False,impact,,
ALERT-00100,210266,2026-08-12 13:01:42,10.0.253.144,192.168.153.82,DDoS,DDoS,0.9996844972761512,CAMP-0034,CORR-0032,False,impact,,
ALERT-00186,92845,2026-08-12 13:01:47,10.0.199.134,192.168.98.116,DoS Hulk,DoS Hulk,0.9993868174183392,,,False,,,
ALERT-00302,305123,2026-08-12 13:02:08,10.0.9.177,192.168.95.56,PortScan,PortScan,0.9990988080348095,,,False,,,
ALERT-00326,303590,2026-08-12 13:02:14,10.0.176.28,192.168.126.183,PortScan,PortScan,0.9990105780987394,,,False,,,
ALERT-00055,110026,2026-08-12 13:03:24,10.0.89.187,192.168.202.81,DDoS,DDoS,0.999684497628628,CAMP-0020,CORR-0039,False,impact,,
ALERT-00101,395613,2026-08-12 13:04:28,10.0.253.144,192.168.153.82,DoS Hulk,DoS Hulk,0.9993101689796506,CAMP-0034,CORR-0032,False,impact,,
ALERT-00320,327663,2026-08-12 13:04:49,10.0.30.191,192.168.17.122,DoS Slowloris,DoS Slowloris,0.9973575397324294,,,False,,,
ALERT-00333,417871,2026-08-12 13:06:36,10.0.185.222,192.168.56.111,PortScan,PortScan,0.9989973982921876,,,False,,,
ALERT-00102,31240,2026-08-12 13:06:47,10.0.253.144,192.168.153.82,DDoS,DDoS,0.9996845031370744,CAMP-0034,CORR-0032,False,impact,,
ALERT-00334,343466,2026-08-12 13:07:40,10.0.228.59,192.168.106.87,PortScan,PortScan,0.9991793236347531,,,False,,,
ALERT-00330,131704,2026-08-12 13:07:47,10.0.98.153,192.168.136.76,PortScan,PortScan,0.9990228646565952,,,False,,,
ALERT-00194,104600,2026-08-12 13:07:57,10.0.181.73,192.168.180.221,DoS Hulk,DoS Hulk,0.9993868155464696,,,False,,,
ALERT-00103,44066,2026-08-12 13:08:46,10.0.253.144,192.168.153.82,DoS Hulk,DoS Hulk,0.9993859209152336,CAMP-0034,CORR-0032,False,impact,,
ALERT-00096,316172,2026-08-12 13:13:42,10.0.206.246,192.168.179.133,DDoS,DDoS,0.9996819547101864,CAMP-0032,CORR-0020,False,impact,,
ALERT-00156,333181,2026-08-12 13:13:47,10.0.72.226,192.168.116.63,DDoS,DDoS,0.9996844616677496,,,False,,,
ALERT-00097,275222,2026-08-12 13:14:04,10.0.206.246,192.168.179.133,DoS Hulk,DoS Hulk,0.9993868189830996,CAMP-0032,CORR-0020,False,impact,,
ALERT-00263,109465,2026-08-12 13:14:05,10.0.118.66,192.168.171.3,DDoS,DDoS,0.9996820988963272,,,False,,,
ALERT-00166,123429,2026-08-12 13:18:27,10.0.79.170,192.168.149.95,DoS Hulk,DoS Hulk,0.9993868481142644,,,False,,,
ALERT-00337,174768,2026-08-12 13:19:00,10.0.245.40,192.168.176.237,Web Attack - SQL Injection,BENIGN,0.567075634910681,,,False,,,
ALERT-00104,299499,2026-08-12 13:19:14,10.0.230.41,192.168.191.221,DDoS,DDoS,0.9996821645839092,CAMP-0035,CORR-0026,False,impact,,
ALERT-00163,182501,2026-08-12 13:20:00,10.0.143.195,192.168.62.177,DoS GoldenEye,DoS GoldenEye,0.9874830138085104,,,False,,,
ALERT-00180,120220,2026-08-12 13:20:54,10.0.248.14,192.168.65.241,DoS Hulk,DoS Hulk,0.9993868156264862,,,False,,,
ALERT-00105,430291,2026-08-12 13:21:19,10.0.230.41,192.168.191.221,DDoS,DDoS,0.9996825506165088,CAMP-0035,CORR-0026,False,impact,,
ALERT-00106,170666,2026-08-12 13:22:35,10.0.230.41,192.168.191.221,DDoS,DDoS,0.9996844973940276,CAMP-0035,CORR-0026,False,impact,,
ALERT-00283,133169,2026-08-12 13:23:09,10.0.66.234,192.168.212.242,DDoS,DDoS,0.999680761214861,,,False,,,
ALERT-00228,273240,2026-08-12 13:23:30,10.0.181.70,192.168.107.214,Web Attack - XSS,BENIGN,0.541412608226348,,,False,,,
ALERT-00236,74102,2026-08-12 13:24:30,10.0.222.39,192.168.115.138,PortScan,PortScan,0.9991871129124718,,,False,,,
ALERT-00107,209060,2026-08-12 13:24:39,10.0.71.197,192.168.200.134,DoS GoldenEye,DoS GoldenEye,0.9875811118643956,CAMP-0036,CORR-0037,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.9476155042648315
ALERT-00251,49629,2026-08-12 13:26:29,10.0.98.245,192.168.82.161,DoS Hulk,DoS Hulk,0.9993868146802918,,,False,,,
ALERT-00162,87930,2026-08-12 13:26:49,10.0.22.62,192.168.185.105,PortScan,PortScan,0.9991893352634512,,,False,,,
ALERT-00300,249124,2026-08-12 13:27:14,10.0.227.107,192.168.168.26,DDoS,DDoS,0.99968203669787,,,False,,,
ALERT-00235,330461,2026-08-12 13:27:24,10.0.215.151,192.168.149.169,DoS Hulk,DoS Hulk,0.9993868139722556,,,False,,,
ALERT-00108,262382,2026-08-12 13:27:29,10.0.71.197,192.168.200.134,DDoS,DDoS,0.9996845025620176,CAMP-0036,CORR-0037,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.9476155042648315
ALERT-00149,474023,2026-08-12 13:27:42,10.0.88.4,192.168.218.108,DoS Hulk,DoS Hulk,0.9993868230688578,,,False,,,
ALERT-00177,386888,2026-08-12 13:28:05,10.0.179.242,192.168.33.164,DDoS,DDoS,0.999684503228063,,,False,,,
ALERT-00210,306415,2026-08-12 13:28:32,10.0.47.150,192.168.112.163,DoS Hulk,DoS Hulk,0.9990928731468574,,,False,,,
ALERT-00181,98237,2026-08-12 13:28:33,10.0.30.211,192.168.17.103,DoS Hulk,DoS Hulk,0.999386828532379,,,False,,,
ALERT-00109,427518,2026-08-12 13:28:40,10.0.71.197,192.168.200.134,DoS Hulk,DoS Hulk,0.9993868144721602,CAMP-0036,CORR-0037,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.9476155042648315
ALERT-00110,310910,2026-08-12 13:30:00,10.0.71.197,192.168.200.134,PortScan,PortScan,0.9989988148702894,CAMP-0036,CORR-0037,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.9476155042648315
ALERT-00202,71985,2026-08-12 13:33:19,10.0.180.104,192.168.242.70,PortScan,PortScan,0.9991902818960848,,,False,,,
ALERT-00227,28882,2026-08-12 13:37:54,10.0.128.239,192.168.184.75,DoS Hulk,DoS Hulk,0.9993868179580252,,,False,,,
ALERT-00172,334783,2026-08-12 13:46:31,10.0.186.151,192.168.251.195,DoS GoldenEye,DoS GoldenEye,0.9875097237751068,,,False,,,
ALERT-00319,302207,2026-08-12 13:47:18,10.0.14.33,192.168.190.108,DDoS,DDoS,0.9996821643481753,,,False,,,
ALERT-00250,183610,2026-08-12 13:51:25,10.0.21.219,192.168.85.219,DDoS,DDoS,0.9996822671711132,,,False,,,
ALERT-00047,289913,2026-08-12 13:52:50,10.0.165.131,192.168.103.174,Botnet,Botnet,0.9998984201712164,CAMP-0018,CORR-0010,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.8977003693580627
ALERT-00003,160983,2026-08-12 13:53:37,10.0.160.145,192.168.26.19,DDoS,DDoS,0.999684495276069,CAMP-0002,CORR-0008,True,"impact, reconnaissance",Reconnaissance-to-DDoS Campaign,0.9829993844032288
ALERT-00153,302082,2026-08-12 13:53:54,10.0.70.158,192.168.207.236,PortScan,PortScan,0.9990324732225152,,,False,,,
ALERT-00048,485555,2026-08-12 13:54:24,10.0.165.131,192.168.103.174,PortScan,PortScan,0.9991792270526838,CAMP-0018,CORR-0010,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.8977003693580627
ALERT-00004,36251,2026-08-12 13:54:41,10.0.160.145,192.168.26.19,PortScan,PortScan,0.9986957216324928,CAMP-0002,CORR-0008,True,"impact, reconnaissance",Reconnaissance-to-DDoS Campaign,0.9829993844032288
ALERT-00049,363243,2026-08-12 13:54:41,10.0.165.131,192.168.103.174,DoS Hulk,DoS Hulk,0.9993868142257776,CAMP-0018,CORR-0010,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.8977003693580627
ALERT-00298,407948,2026-08-12 13:55:01,10.0.100.117,192.168.95.172,DoS Hulk,DoS Hulk,0.999386819643586,,,False,,,
ALERT-00237,388898,2026-08-12 13:56:47,10.0.89.86,192.168.142.196,DoS Hulk,DoS Hulk,0.999386815008238,,,False,,,
ALERT-00005,483771,2026-08-12 13:57:00,10.0.160.145,192.168.26.19,PortScan,PortScan,0.9991783928988536,CAMP-0002,CORR-0008,True,"impact, reconnaissance",Reconnaissance-to-DDoS Campaign,0.9829993844032288
ALERT-00304,73888,2026-08-12 13:57:21,10.0.26.252,192.168.176.95,DDoS,DDoS,0.99968445754654,,,False,,,
ALERT-00214,110925,2026-08-12 14:00:25,10.0.170.242,192.168.103.209,DDoS,DDoS,0.9996844956469082,,,False,,,
ALERT-00167,427856,2026-08-12 14:00:35,10.0.142.136,192.168.89.109,Web Attack - XSS,BENIGN,0.5613114125524594,,,False,,,
ALERT-00229,162702,2026-08-12 14:01:03,10.0.251.121,192.168.63.117,DoS Hulk,DoS Hulk,0.999386816615659,,,False,,,
ALERT-00332,92267,2026-08-12 14:01:06,10.0.219.168,192.168.167.225,DoS Hulk,DoS Hulk,0.9993868152641416,,,False,,,
ALERT-00311,474566,2026-08-12 14:02:40,10.0.53.18,192.168.213.196,DDoS,DDoS,0.999684497508262,,,False,,,
ALERT-00310,140309,2026-08-12 14:08:20,10.0.63.254,192.168.33.202,DoS Hulk,DoS Hulk,0.9993868141240498,,,False,,,
ALERT-00146,502821,2026-08-12 14:09:04,10.0.207.31,192.168.204.252,DoS Hulk,DoS Hulk,0.9993868218014724,,,False,,,
ALERT-00206,125975,2026-08-12 14:14:08,10.0.247.173,192.168.215.221,DDoS,DDoS,0.999684501980047,,,False,,,
ALERT-00261,212327,2026-08-12 14:18:28,10.0.159.175,192.168.62.128,DoS Hulk,DoS Hulk,0.9993868182686684,,,False,,,
ALERT-00265,336457,2026-08-12 14:20:53,10.0.19.114,192.168.242.89,PortScan,PortScan,0.999015489558475,,,False,,,
ALERT-00126,125674,2026-08-12 14:23:15,10.0.137.7,192.168.233.101,FTP-Patator,FTP-Patator,0.9996980518388514,,,False,,,
ALERT-00154,404457,2026-08-12 14:23:34,10.0.199.124,192.168.120.112,DDoS,DDoS,0.9996844973934196,,,False,,,
ALERT-00192,434673,2026-08-12 14:24:18,10.0.41.1,192.168.105.116,PortScan,PortScan,0.9991818811275244,,,False,,,
ALERT-00313,407249,2026-08-12 14:25:29,10.0.85.199,192.168.38.202,PortScan,PortScan,0.9991824637356832,,,False,,,
ALERT-00308,237255,2026-08-12 14:26:07,10.0.170.55,192.168.165.164,DoS Hulk,DoS Hulk,0.9993868254935367,,,False,,,
ALERT-00203,321629,2026-08-12 14:26:36,10.0.139.127,192.168.113.21,DoS Hulk,DoS Hulk,0.999386814338732,,,False,,,
ALERT-00230,41631,2026-08-12 14:27:20,10.0.38.99,192.168.49.236,DoS Hulk,DoS Hulk,0.9993869332307784,,,False,,,
ALERT-00145,426151,2026-08-12 14:27:54,10.0.27.179,192.168.198.78,DoS Hulk,DoS Hulk,0.9993868347203196,,,False,,,
ALERT-00121,268777,2026-08-12 14:29:27,10.0.138.192,192.168.189.140,DDoS,DDoS,0.999684497639566,,,False,,,
ALERT-00139,168987,2026-08-12 14:31:38,10.0.197.95,192.168.43.156,DoS Hulk,DoS Hulk,0.9993868230705362,,,False,,,
ALERT-00327,133156,2026-08-12 14:32:12,10.0.19.231,192.168.21.83,DDoS,DDoS,0.9996844953884444,,,False,,,
ALERT-00188,485194,2026-08-12 14:32:56,10.0.79.146,192.168.159.16,DoS Hulk,DoS Hulk,0.9993868220591798,,,False,,,
ALERT-00322,352478,2026-08-12 14:35:55,10.0.116.129,192.168.57.243,DoS Hulk,DoS Hulk,0.9993868150491092,,,False,,,
ALERT-00125,111709,2026-08-12 14:39:50,10.0.216.120,192.168.236.33,DoS Hulk,DoS Hulk,0.999386838672934,,,False,,,
ALERT-00219,381593,2026-08-12 14:40:02,10.0.14.49,192.168.133.93,DoS Hulk,DoS Hulk,0.9993868149711356,,,False,,,
ALERT-00328,116404,2026-08-12 14:40:57,10.0.38.17,192.168.33.71,DDoS,DDoS,0.9996746018878808,,,False,,,
ALERT-00081,169218,2026-08-12 14:45:40,10.0.22.73,192.168.132.170,DDoS,DDoS,0.9996817029630404,CAMP-0028,CORR-0024,False,impact,,
ALERT-00016,142119,2026-08-12 14:46:22,10.0.54.184,192.168.88.53,DoS Hulk,BENIGN,0.8480484533303477,CAMP-0007,CORR-0036,True,"credential_access, impact, reconnaissance",Learned Pattern - credential_access + impact,0.8784714341163635
ALERT-00150,399970,2026-08-12 14:47:06,10.0.28.111,192.168.246.93,DDoS,DDoS,0.9996845033381776,,,False,,,
ALERT-00017,132870,2026-08-12 14:47:39,10.0.54.184,192.168.88.53,PortScan,PortScan,0.9990135425971088,CAMP-0007,CORR-0036,True,"credential_access, impact, reconnaissance",Learned Pattern - credential_access + impact,0.8784714341163635
ALERT-00082,461061,2026-08-12 14:48:28,10.0.22.73,192.168.132.170,DDoS,DDoS,0.9996845022579064,CAMP-0028,CORR-0024,False,impact,,
ALERT-00018,306174,2026-08-12 14:49:58,10.0.54.184,192.168.88.53,DoS Hulk,DoS Hulk,0.9993868609554016,CAMP-0007,CORR-0036,True,"credential_access, impact, reconnaissance",Learned Pattern - credential_access + impact,0.8784714341163635
ALERT-00083,325258,2026-08-12 14:50:03,10.0.22.73,192.168.132.170,DoS Hulk,DoS Hulk,0.9993868522999376,CAMP-0028,CORR-0024,False,impact,,
ALERT-00084,108175,2026-08-12 14:50:36,10.0.22.73,192.168.132.170,DDoS,DDoS,0.9996844964946492,CAMP-0028,CORR-0024,False,impact,,
ALERT-00127,436929,2026-08-12 14:51:01,10.0.145.170,192.168.7.22,DoS Hulk,DoS Hulk,0.9993868360114714,,,False,,,
ALERT-00019,92175,2026-08-12 14:52:13,10.0.54.184,192.168.88.53,SSH-Patator,SSH-Patator,0.6989280543958749,CAMP-0007,CORR-0036,True,"credential_access, impact, reconnaissance",Learned Pattern - credential_access + impact,0.8784714341163635
ALERT-00148,279411,2026-08-12 14:53:38,10.0.170.95,192.168.18.130,DoS Hulk,DoS Hulk,0.9993868163592714,,,False,,,
ALERT-00197,509043,2026-08-12 14:53:41,10.0.109.30,192.168.140.58,DoS Hulk,DoS Hulk,0.999386826946666,,,False,,,
ALERT-00249,285112,2026-08-12 14:54:53,10.0.87.160,192.168.178.102,DoS Hulk,DoS Hulk,0.9993868154704106,,,False,,,
ALERT-00152,57289,2026-08-12 14:55:14,10.0.112.46,192.168.188.134,DoS Hulk,DoS Hulk,0.9993868193034412,,,False,,,
ALERT-00134,70606,2026-08-12 14:55:56,10.0.58.167,192.168.18.200,DoS GoldenEye,DoS GoldenEye,0.9875793927233032,,,False,,,
ALERT-00242,180461,2026-08-12 14:56:05,10.0.99.254,192.168.170.203,DoS Hulk,DoS Hulk,0.9993868156443716,,,False,,,
ALERT-00247,326519,2026-08-12 14:57:35,10.0.185.37,192.168.105.223,PortScan,PortScan,0.9990340465074744,,,False,,,
ALERT-00323,130109,2026-08-12 14:59:50,10.0.12.187,192.168.201.233,DDoS,DDoS,0.9996844968241888,,,False,,,
ALERT-00275,39378,2026-08-12 15:00:00,10.0.174.194,192.168.185.197,DDoS,DDoS,0.9996822975756056,,,False,,,
