alert_id,row_index,timestamp,source_ip,destination_ip,predicted_class,true_class,confidence,simulated_campaign_id,correlation_group_id,is_correlated_campaign,kill_chain_stages_seen,matched_known_pattern,matched_pattern_similarity,priority_score,priority_bucket,effective_severity_score,own_severity_label,top_contributing_features
ALERT-00278,481734,2026-08-12 12:19:15,10.0.202.113,192.168.9.149,DDoS,DDoS,0.9996845026637876,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07962784585662641}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07944509144324555}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07458255275384039}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06961056603733899}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06415910806106234}]"
ALERT-00283,133169,2026-08-12 13:23:09,10.0.66.234,192.168.212.242,DDoS,DDoS,0.999680761214861,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.1026165814608974}, {""feature"": ""Destination Port"", ""shap_value"": 0.07108507919334797}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06569523554798638}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.060061112464465896}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.05947034879658523}]"
ALERT-00263,109465,2026-08-12 13:14:05,10.0.118.66,192.168.171.3,DDoS,DDoS,0.9996820988963272,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.099282976395397}, {""feature"": ""Destination Port"", ""shap_value"": 0.0628475608970626}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.060935552183787295}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.059817574374127894}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.04843603025281132}]"
ALERT-00156,333181,2026-08-12 13:13:47,10.0.72.226,192.168.116.63,DDoS,DDoS,0.9996844616677496,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.08605040390800325}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07543885823548292}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.07153269161587146}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.06800408212147721}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06704962177325877}]"
ALERT-00120,222556,2026-08-12 12:48:50,10.0.77.193,192.168.100.219,DDoS,DDoS,0.999681402524307,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.10288174883073847}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06329787078417153}, {""feature"": ""Destination Port"", ""shap_value"": 0.06328808716062191}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.061240107327851526}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.04708811906768923}]"
ALERT-00216,63967,2026-08-12 12:40:44,10.0.83.30,192.168.249.198,DDoS,DDoS,0.9996845030182976,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.0815385466188689}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07515171839048466}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07021306719003295}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.0682130602361966}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.0674997156290864}]"
ALERT-00189,173458,2026-08-12 10:53:28,10.0.246.190,192.168.26.243,DDoS,DDoS,0.9996845030802418,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07919345739020217}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07884274775718353}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07421944776361478}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.07207257412228205}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.07054969744449363}]"
ALERT-00270,52988,2026-08-12 12:36:09,10.0.6.251,192.168.213.169,DDoS,DDoS,0.999684495378852,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.08056066054802884}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07881405064633021}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07239092708621611}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06962730009100711}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06946419567130867}]"
ALERT-00268,263237,2026-08-12 12:28:16,10.0.219.124,192.168.28.61,DDoS,DDoS,0.999684389357948,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.08386046648761532}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.08136203027431958}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07353606815854667}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.07294249572339022}, {""feature"": ""Subflow Fwd Bytes"", ""shap_value"": 0.06357581819410102}]"
ALERT-00241,35095,2026-08-12 12:28:12,10.0.82.191,192.168.122.181,DDoS,DDoS,0.9996844995964635,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.08340651488440891}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07331967595648116}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07281838813107792}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06595280459331651}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.0658982351266586}]"
ALERT-00130,501188,2026-08-12 12:27:03,10.0.117.84,192.168.87.195,DDoS,DDoS,0.999684502666458,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.08850471270188473}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.0757188530906061}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.0719629885882149}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.06825082076111778}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06705454562840028}]"
ALERT-00339,122005,2026-08-12 12:23:30,10.0.111.25,192.168.191.190,DDoS,DDoS,0.9996845025773125,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.08581967799631247}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07797027127422312}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.06901116318614417}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.06898057757775751}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06280276828692981}]"
ALERT-00290,496473,2026-08-12 12:22:52,10.0.150.98,192.168.211.164,DDoS,DDoS,0.9996810434366268,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.10003495255715615}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06745312429590088}, {""feature"": ""Destination Port"", ""shap_value"": 0.0670529506542859}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.0649876915538797}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.05568976885403111}]"
ALERT-00129,2940,2026-08-12 10:55:35,10.0.13.67,192.168.98.84,DDoS,DDoS,0.999681907543046,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.09763588517940712}, {""feature"": ""Destination Port"", ""shap_value"": 0.06323306069110253}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06157561439712462}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.05898098426369211}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.04958669566940483}]"
ALERT-00275,39378,2026-08-12 15:00:00,10.0.174.194,192.168.185.197,DDoS,DDoS,0.9996822975756056,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.09606537375322971}, {""feature"": ""Destination Port"", ""shap_value"": 0.06307579433689589}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06148296643770137}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.05962259827139481}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.04911760694601534}]"
ALERT-00291,466006,2026-08-12 09:13:40,10.0.28.173,192.168.60.121,DDoS,DDoS,0.9996825107769964,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.09751104413954854}, {""feature"": ""Destination Port"", ""shap_value"": 0.06249880261165832}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06210106580991994}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.059656624402646505}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.04824028139723364}]"
ALERT-00161,366553,2026-08-12 10:44:20,10.0.143.3,192.168.133.243,DDoS,DDoS,0.9996720936336904,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.10077952954370609}, {""feature"": ""Destination Port"", ""shap_value"": 0.0735743552457186}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06382333183120019}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.06275648363469698}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.05948458640769105}]"
ALERT-00285,359486,2026-08-12 09:41:07,10.0.206.30,192.168.120.247,DDoS,DDoS,0.9996845033085048,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.0786063799103305}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07452941370753469}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.0731084829449289}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.07076243874321851}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06765462912834523}]"
ALERT-00140,301415,2026-08-12 10:29:26,10.0.247.192,192.168.184.30,DDoS,DDoS,0.9996844972776614,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.08121834200253739}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07873719950663702}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07395678050644439}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06919289016871709}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.062192851743427285}]"
ALERT-00276,237041,2026-08-12 09:53:03,10.0.175.215,192.168.36.161,DDoS,DDoS,0.9996845034583274,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07941901839797072}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07403127449105139}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07247862261359393}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0679235569565758}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.0672658038531294}]"
ALERT-00220,140584,2026-08-12 09:28:11,10.0.194.128,192.168.161.114,DDoS,DDoS,0.9996844219648672,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.09253617930041884}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07939600456178815}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.07638942367285427}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.06847085060883637}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06484486786569094}]"
ALERT-00224,9261,2026-08-12 09:07:28,10.0.182.41,192.168.80.142,DDoS,DDoS,0.9996827450997704,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.0975829556467224}, {""feature"": ""Destination Port"", ""shap_value"": 0.06262919055376194}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06035410849964248}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.05805470191459576}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.04777290482978948}]"
ALERT-00182,15236,2026-08-12 09:29:16,10.0.19.148,192.168.162.176,DDoS,DDoS,0.9996806264663448,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.1040997570134415}, {""feature"": ""Destination Port"", ""shap_value"": 0.0691826148632679}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06745672395797891}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.06545807367518046}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.05258879617089217}]"
ALERT-00246,204900,2026-08-12 09:08:22,10.0.26.135,192.168.234.117,DDoS,DDoS,0.9996845018408484,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07951829947529178}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.0793237639006744}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07401615246901454}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.07014202740082713}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.0698698428214638}]"
ALERT-00256,479560,2026-08-12 09:15:48,10.0.114.43,192.168.178.77,DDoS,DDoS,0.9996844953774722,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.08057767287801929}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07881142925004737}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07238329692306046}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06963446914162773}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.0693847155599774}]"
ALERT-00137,481651,2026-08-12 10:02:28,10.0.62.33,192.168.122.172,DDoS,DDoS,0.9996845031158572,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.08244061741540545}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07310231206073636}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06982068788831083}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06954144180420362}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.0657183935961983}]"
ALERT-00295,376650,2026-08-12 09:24:45,10.0.167.105,192.168.30.36,DDoS,DDoS,0.9996826651783016,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.09745251284601165}, {""feature"": ""Destination Port"", ""shap_value"": 0.0624050854447082}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06051245922976294}, {""feature"": ""Bwd Header Length"", ""shap_value"": 0.05951594258940621}, {""feature"": ""act_data_pkt_fwd"", ""shap_value"": 0.048207612094354195}]"
ALERT-00293,155896,2026-08-12 09:34:31,10.0.235.157,192.168.57.166,DDoS,DDoS,0.999684500814566,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.08954659944983302}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07802009553532288}, {""feature"": ""Fwd Packet Length Std"", ""shap_value"": 0.07126113830919516}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.06813359878963368}, {""feature"": ""Avg Fwd Segment Size"", ""shap_value"": 0.0616393805105866}]"
ALERT-00243,69437,2026-08-12 09:20:13,10.0.252.39,192.168.127.247,DDoS,DDoS,0.999684490932074,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.08341616536223861}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07199262822477052}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06756546340459481}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06682846047395392}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06364511182704786}]"
ALERT-00179,485982,2026-08-12 10:40:41,10.0.121.123,192.168.113.88,DDoS,DDoS,0.9996844976289292,,,False,,,,85.77,Critical,1.0,Critical,"[{""feature"": ""min_seg_size_forward"", ""shap_value"": 0.080962948327729}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07302991264550973}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07214665068717742}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06879031031306888}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.06617877799684975}]"
ALERT-00155,259829,2026-08-12 09:47:19,10.0.69.83,192.168.219.63,Botnet,BENIGN,0.8882916567053806,,,False,,,,82.43,Critical,1.0,Critical,"[{""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07434974085725742}, {""feature"": ""Destination Port"", ""shap_value"": 0.07193351036918079}, {""feature"": ""Init_Win_bytes_forward"", ""shap_value"": -0.06739394477655655}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.0629945278404914}, {""feature"": ""Bwd Packet Length Min"", ""shap_value"": 0.05523566520301359}]"
ALERT-00069,160392,2026-08-12 11:45:40,10.0.105.84,192.168.104.179,DoS Hulk,DoS Hulk,0.9993869284763426,CAMP-0024,CORR-0002,False,impact,,,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07866288435411802}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07614655402238198}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06945705047138208}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06879089669218244}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06704354602590402}]"
ALERT-00067,494939,2026-08-12 11:43:59,10.0.105.84,192.168.104.179,DoS Hulk,DoS Hulk,0.9993867398113794,CAMP-0024,CORR-0002,False,impact,,,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07867894265934636}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07724805785592691}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06954417579027168}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06730592869592504}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06557793883313061}]"
ALERT-00010,297686,2026-08-12 11:43:30,10.0.3.171,192.168.210.142,DoS Hulk,DoS Hulk,0.9993868888333414,CAMP-0005,CORR-0033,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.944947361946106,78.41,High,0.7,High,"[{""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.08022441757300018}, {""feature"": ""Packet Length Variance"", ""shap_value"": 0.08021820583728971}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07148962431305748}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0656811546584726}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.062088456231866714}]"
ALERT-00103,44066,2026-08-12 13:08:46,10.0.253.144,192.168.153.82,DoS Hulk,DoS Hulk,0.9993859209152336,CAMP-0034,CORR-0032,False,impact,,,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07857555193480413}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.07708513626768568}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.075888016747713}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06669416941792002}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06457107742729432}]"
ALERT-00013,22800,2026-08-12 11:47:49,10.0.3.171,192.168.210.142,DoS Hulk,DoS Hulk,0.9994266975082576,CAMP-0005,CORR-0033,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.944947361946106,78.41,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.08183760538318603}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07859627957708126}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.07053064476682477}, {""feature"": ""Init_Win_bytes_forward"", ""shap_value"": 0.06522875405345194}, {""feature"": ""FIN Flag Count"", ""shap_value"": 0.043320352674642584}]"
ALERT-00018,306174,2026-08-12 14:49:58,10.0.54.184,192.168.88.53,DoS Hulk,DoS Hulk,0.9993868609554016,CAMP-0007,CORR-0036,True,"credential_access, impact, reconnaissance",Learned Pattern - credential_access + impact,0.8784714341163635,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08274673427689525}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07938161084073768}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07178544150531796}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06696314373535722}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06278957154728992}]"
ALERT-00036,399803,2026-08-12 11:10:08,10.0.192.40,192.168.237.239,DoS Hulk,DoS Hulk,0.9993868162456832,CAMP-0013,CORR-0017,False,impact,,,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0754228011446343}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06701907150113698}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.0660547605462113}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.06269437975916653}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06126735738616112}]"
ALERT-00109,427518,2026-08-12 13:28:40,10.0.71.197,192.168.200.134,DoS Hulk,DoS Hulk,0.9993868144721602,CAMP-0036,CORR-0037,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.8970677852630615,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08599086062726267}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07826736032282718}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07125509931917935}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06777013674058788}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06463921840109682}]"
ALERT-00035,119062,2026-08-12 11:09:17,10.0.192.40,192.168.237.239,DoS Hulk,DoS Hulk,0.9993868168932396,CAMP-0013,CORR-0017,False,impact,,,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08337404685394689}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07928427813426724}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07125103998680159}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06919991004075}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06464078724503004}]"
ALERT-00073,452594,2026-08-12 10:41:51,10.0.241.98,192.168.174.192,DoS Hulk,DoS Hulk,0.9994803482964216,CAMP-0025,CORR-0031,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.9274789094924928,78.41,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.08251139365523559}, {""feature"": ""min_seg_size_forward"", ""shap_value"": 0.07699299577112909}, {""feature"": ""Init_Win_bytes_forward"", ""shap_value"": 0.06981423624933297}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.06932954420744539}, {""feature"": ""FIN Flag Count"", ""shap_value"": 0.039979415760765455}]"
ALERT-00091,444891,2026-08-12 12:51:48,10.0.218.197,192.168.19.117,DoS Hulk,DoS Hulk,0.999386815832235,CAMP-0030,CORR-0023,True,"impact, reconnaissance",Reconnaissance-to-DoS Campaign,0.960682213306427,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07856650861011041}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07245083765400756}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.06977039195342101}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06948150246576876}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06103230224393032}]"
ALERT-00061,252520,2026-08-12 10:51:19,10.0.176.185,192.168.241.190,DoS Hulk,DoS Hulk,0.9993868145405987,CAMP-0022,CORR-0014,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.9432612657546996,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08494621269726721}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07817033908881878}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07073899975645039}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06921734404209726}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06440103260394699}]"
ALERT-00074,94042,2026-08-12 10:54:47,10.0.214.1,192.168.78.74,DoS Hulk,DoS Hulk,0.999386843209894,CAMP-0026,CORR-0022,False,impact,,,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.07776732767053281}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07302928572136981}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07117944804172992}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06883963947276743}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06193316228629663}]"
ALERT-00062,50380,2026-08-12 10:51:46,10.0.176.185,192.168.241.190,DoS Hulk,DoS Hulk,0.999386825878412,CAMP-0022,CORR-0014,True,"impact, reconnaissance",Learned Pattern - impact + reconnaissance,0.9432612657546996,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.0830670892786585}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.08020006984932017}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07205254007142181}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06809367599989946}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06377023201310811}]"
ALERT-00083,325258,2026-08-12 14:50:03,10.0.22.73,192.168.132.170,DoS Hulk,DoS Hulk,0.9993868522999376,CAMP-0028,CORR-0024,False,impact,,,78.41,High,0.7,High,"[{""feature"": ""Packet Length Variance"", ""shap_value"": 0.08176724423462797}, {""feature"": ""Avg Bwd Segment Size"", ""shap_value"": 0.07858242727711381}, {""feature"": ""Subflow Bwd Bytes"", ""shap_value"": 0.07154689469398641}, {""feature"": ""Bwd Packet Length Std"", ""shap_value"": 0.06587428043844117}, {""feature"": ""Packet Length Std"", ""shap_value"": 0.06232977587868732}]"
ALERT-00101,395613,2026-08-12 13:04:28,10.0.253.144,192.168.153.82,DoS Hulk,DoS Hulk,0.9993101689796506,CAMP-0034,CORR-0032,False,impact,,,78.4,High,0.7,High,"[{""feature"": ""Destination Port"", ""shap_value"": 0.07175360627520905}, {""feature"": ""Init_Win_bytes_forward"", ""shap_value"": 0.05952873448931265}, {""feature"": ""Fwd IAT Mean"", ""shap_value"": 0.049868302786437536}, {""feature"": ""Flow IAT Mean"", ""shap_value"": 0.045584376029020754}, {""feature"": ""Init_Win_bytes_backward"", ""shap_value"": 0.04217140944211822}]"
