alert_id,row_index,timestamp,source_ip,destination_ip,predicted_class,true_class,confidence,simulated_campaign_id
ALERT-00241,35095,2026-08-12T12:28:12,10.0.82.191,192.168.122.181,DDoS,DDoS,0.9996844995964635,
ALERT-00268,263237,2026-08-12T12:28:16,10.0.219.124,192.168.28.61,DDoS,DDoS,0.9996843893579481,
ALERT-00260,364747,2026-08-12T12:28:55,10.0.44.45,192.168.21.157,Web Attack - Brute Force,Web Attack - Brute Force,0.6052153650341524,
ALERT-00239,122527,2026-08-12T12:29:09,10.0.252.179,192.168.62.147,DoS Hulk,DoS Hulk,0.9993868163864208,
ALERT-00267,234589,2026-08-12T12:30:05,10.0.117.217,192.168.78.51,DoS Hulk,DoS Hulk,0.999386831760266,
ALERT-00270,52988,2026-08-12T12:36:09,10.0.6.251,192.168.213.169,DDoS,DDoS,0.9996844953788521,
ALERT-00286,460955,2026-08-12T12:37:02,10.0.37.194,192.168.248.58,DDoS,DDoS,0.999684496961467,
ALERT-00216,63967,2026-08-12T12:40:44,10.0.83.30,192.168.249.198,DDoS,DDoS,0.9996845030182976,
ALERT-00211,134289,2026-08-12T12:43:00,10.0.249.24,192.168.121.90,DoS Hulk,DoS Hulk,0.9993868144450074,
ALERT-00039,245694,2026-08-12T12:44:51,10.0.189.237,192.168.86.201,DoS Hulk,DoS Hulk,0.9993868226691404,CAMP-0014
ALERT-00218,81218,2026-08-12T12:45:41,10.0.169.223,192.168.139.119,DoS Hulk,DoS Hulk,0.9993862292012118,
ALERT-00040,260019,2026-08-12T12:46:04,10.0.189.237,192.168.86.201,DoS Slowloris,DoS Slowloris,0.9973321650111883,CAMP-0014
ALERT-00089,47655,2026-08-12T12:46:20,10.0.218.197,192.168.19.117,PortScan,PortScan,0.9989598170732417,CAMP-0030
ALERT-00232,367589,2026-08-12T12:46:36,10.0.71.198,192.168.203.219,DoS Hulk,DoS Hulk,0.9993868169081035,
ALERT-00115,409349,2026-08-12T12:47:04,10.0.105.85,192.168.139.120,DoS Hulk,DoS Hulk,0.9993868146452992,CAMP-0039
ALERT-00184,450075,2026-08-12T12:47:17,10.0.22.64,192.168.31.143,PortScan,PortScan,0.9991841793405916,
ALERT-00116,346728,2026-08-12T12:47:29,10.0.105.85,192.168.139.120,DDoS,DDoS,0.999684497629089,CAMP-0039
ALERT-00117,216555,2026-08-12T12:48:31,10.0.105.85,192.168.139.120,DDoS,DDoS,0.9996818251517103,CAMP-0039
ALERT-00120,222556,2026-08-12T12:48:50,10.0.77.193,192.168.100.219,DDoS,DDoS,0.999681402524307,
ALERT-00090,499071,2026-08-12T12:49:11,10.0.218.197,192.168.19.117,PortScan,PortScan,0.9989545930999166,CAMP-0030
ALERT-00131,372616,2026-08-12T12:50:13,10.0.72.193,192.168.244.213,DoS Hulk,DoS Hulk,0.999386815598106,
ALERT-00091,444891,2026-08-12T12:51:48,10.0.218.197,192.168.19.117,DoS Hulk,DoS Hulk,0.999386815832235,CAMP-0030
ALERT-00092,128610,2026-08-12T12:52:47,10.0.218.197,192.168.19.117,PortScan,PortScan,0.9987730447101169,CAMP-0030
ALERT-00325,212377,2026-08-12T12:52:48,10.0.16.123,192.168.217.103,PortScan,PortScan,0.9989933644878157,
ALERT-00147,36780,2026-08-12T12:53:57,10.0.201.11,192.168.89.137,PortScan,PortScan,0.9990369975541029,
ALERT-00187,45348,2026-08-12T12:54:11,10.0.77.221,192.168.151.254,PortScan,PortScan,0.9989901509676952,
ALERT-00053,731,2026-08-12T12:58:19,10.0.89.187,192.168.202.81,DDoS,DDoS,0.9996845013259421,CAMP-0020
ALERT-00245,140115,2026-08-12T13:00:27,10.0.223.26,192.168.224.217,DoS Hulk,DoS Hulk,0.9993868230265088,
ALERT-00054,505736,2026-08-12T13:01:04,10.0.89.187,192.168.202.81,Web Attack - XSS,Web Attack - Brute Force,0.6168315840980382,CAMP-0020
ALERT-00100,210266,2026-08-12T13:01:42,10.0.253.144,192.168.153.82,DDoS,DDoS,0.9996844972761512,CAMP-0034
ALERT-00186,92845,2026-08-12T13:01:47,10.0.199.134,192.168.98.116,DoS Hulk,DoS Hulk,0.9993868174183392,
ALERT-00302,305123,2026-08-12T13:02:08,10.0.9.177,192.168.95.56,PortScan,PortScan,0.9990988080348095,
ALERT-00326,303590,2026-08-12T13:02:14,10.0.176.28,192.168.126.183,PortScan,PortScan,0.9990105780987394,
ALERT-00055,110026,2026-08-12T13:03:24,10.0.89.187,192.168.202.81,DDoS,DDoS,0.9996844976286281,CAMP-0020
ALERT-00101,395613,2026-08-12T13:04:28,10.0.253.144,192.168.153.82,DoS Hulk,DoS Hulk,0.9993101689796506,CAMP-0034
ALERT-00320,327663,2026-08-12T13:04:49,10.0.30.191,192.168.17.122,DoS Slowloris,DoS Slowloris,0.9973575397324294,
ALERT-00333,417871,2026-08-12T13:06:36,10.0.185.222,192.168.56.111,PortScan,PortScan,0.9989973982921876,
ALERT-00102,31240,2026-08-12T13:06:47,10.0.253.144,192.168.153.82,DDoS,DDoS,0.9996845031370744,CAMP-0034
ALERT-00334,343466,2026-08-12T13:07:40,10.0.228.59,192.168.106.87,PortScan,PortScan,0.9991793236347533,
ALERT-00330,131704,2026-08-12T13:07:47,10.0.98.153,192.168.136.76,PortScan,PortScan,0.9990228646565952,
ALERT-00194,104600,2026-08-12T13:07:57,10.0.181.73,192.168.180.221,DoS Hulk,DoS Hulk,0.9993868155464697,
ALERT-00103,44066,2026-08-12T13:08:46,10.0.253.144,192.168.153.82,DoS Hulk,DoS Hulk,0.9993859209152336,CAMP-0034
ALERT-00096,316172,2026-08-12T13:13:42,10.0.206.246,192.168.179.133,DDoS,DDoS,0.9996819547101864,CAMP-0032
ALERT-00156,333181,2026-08-12T13:13:47,10.0.72.226,192.168.116.63,DDoS,DDoS,0.9996844616677495,
ALERT-00097,275222,2026-08-12T13:14:04,10.0.206.246,192.168.179.133,DoS Hulk,DoS Hulk,0.9993868189830996,CAMP-0032
ALERT-00263,109465,2026-08-12T13:14:05,10.0.118.66,192.168.171.3,DDoS,DDoS,0.9996820988963271,
ALERT-00166,123429,2026-08-12T13:18:27,10.0.79.170,192.168.149.95,DoS Hulk,DoS Hulk,0.9993868481142644,
ALERT-00337,174768,2026-08-12T13:19:00,10.0.245.40,192.168.176.237,Web Attack - SQL Injection,BENIGN,0.567075634910681,
ALERT-00104,299499,2026-08-12T13:19:14,10.0.230.41,192.168.191.221,DDoS,DDoS,0.9996821645839091,CAMP-0035
ALERT-00163,182501,2026-08-12T13:20:00,10.0.143.195,192.168.62.177,DoS GoldenEye,DoS GoldenEye,0.9874830138085103,
ALERT-00180,120220,2026-08-12T13:20:54,10.0.248.14,192.168.65.241,DoS Hulk,DoS Hulk,0.9993868156264862,
ALERT-00105,430291,2026-08-12T13:21:19,10.0.230.41,192.168.191.221,DDoS,DDoS,0.9996825506165088,CAMP-0035
ALERT-00106,170666,2026-08-12T13:22:35,10.0.230.41,192.168.191.221,DDoS,DDoS,0.9996844973940275,CAMP-0035
ALERT-00283,133169,2026-08-12T13:23:09,10.0.66.234,192.168.212.242,DDoS,DDoS,0.999680761214861,
ALERT-00228,273240,2026-08-12T13:23:30,10.0.181.70,192.168.107.214,Web Attack - XSS,BENIGN,0.541412608226348,
ALERT-00236,74102,2026-08-12T13:24:30,10.0.222.39,192.168.115.138,PortScan,PortScan,0.9991871129124718,
ALERT-00107,209060,2026-08-12T13:24:39,10.0.71.197,192.168.200.134,DoS GoldenEye,DoS GoldenEye,0.9875811118643957,CAMP-0036
ALERT-00251,49629,2026-08-12T13:26:29,10.0.98.245,192.168.82.161,DoS Hulk,DoS Hulk,0.9993868146802918,
ALERT-00162,87930,2026-08-12T13:26:49,10.0.22.62,192.168.185.105,PortScan,PortScan,0.9991893352634513,
ALERT-00300,249124,2026-08-12T13:27:14,10.0.227.107,192.168.168.26,DDoS,DDoS,0.9996820366978699,
ALERT-00235,330461,2026-08-12T13:27:24,10.0.215.151,192.168.149.169,DoS Hulk,DoS Hulk,0.9993868139722557,
ALERT-00108,262382,2026-08-12T13:27:29,10.0.71.197,192.168.200.134,DDoS,DDoS,0.9996845025620175,CAMP-0036
ALERT-00149,474023,2026-08-12T13:27:42,10.0.88.4,192.168.218.108,DoS Hulk,DoS Hulk,0.9993868230688578,
ALERT-00177,386888,2026-08-12T13:28:05,10.0.179.242,192.168.33.164,DDoS,DDoS,0.999684503228063,
ALERT-00210,306415,2026-08-12T13:28:32,10.0.47.150,192.168.112.163,DoS Hulk,DoS Hulk,0.9990928731468574,
ALERT-00181,98237,2026-08-12T13:28:33,10.0.30.211,192.168.17.103,DoS Hulk,DoS Hulk,0.999386828532379,
ALERT-00109,427518,2026-08-12T13:28:40,10.0.71.197,192.168.200.134,DoS Hulk,DoS Hulk,0.9993868144721602,CAMP-0036
ALERT-00110,310910,2026-08-12T13:30:00,10.0.71.197,192.168.200.134,PortScan,PortScan,0.9989988148702894,CAMP-0036
ALERT-00202,71985,2026-08-12T13:33:19,10.0.180.104,192.168.242.70,PortScan,PortScan,0.9991902818960849,
ALERT-00227,28882,2026-08-12T13:37:54,10.0.128.239,192.168.184.75,DoS Hulk,DoS Hulk,0.9993868179580252,
ALERT-00172,334783,2026-08-12T13:46:31,10.0.186.151,192.168.251.195,DoS GoldenEye,DoS GoldenEye,0.9875097237751068,
ALERT-00319,302207,2026-08-12T13:47:18,10.0.14.33,192.168.190.108,DDoS,DDoS,0.9996821643481751,
ALERT-00250,183610,2026-08-12T13:51:25,10.0.21.219,192.168.85.219,DDoS,DDoS,0.9996822671711132,
ALERT-00047,289913,2026-08-12T13:52:50,10.0.165.131,192.168.103.174,Botnet,Botnet,0.9998984201712164,CAMP-0018
ALERT-00003,160983,2026-08-12T13:53:37,10.0.160.145,192.168.26.19,DDoS,DDoS,0.999684495276069,CAMP-0002
ALERT-00153,302082,2026-08-12T13:53:54,10.0.70.158,192.168.207.236,PortScan,PortScan,0.9990324732225151,
ALERT-00048,485555,2026-08-12T13:54:24,10.0.165.131,192.168.103.174,PortScan,PortScan,0.9991792270526838,CAMP-0018
ALERT-00004,36251,2026-08-12T13:54:41,10.0.160.145,192.168.26.19,PortScan,PortScan,0.9986957216324929,CAMP-0002
ALERT-00049,363243,2026-08-12T13:54:41,10.0.165.131,192.168.103.174,DoS Hulk,DoS Hulk,0.9993868142257775,CAMP-0018
ALERT-00298,407948,2026-08-12T13:55:01,10.0.100.117,192.168.95.172,DoS Hulk,DoS Hulk,0.999386819643586,
ALERT-00237,388898,2026-08-12T13:56:47,10.0.89.86,192.168.142.196,DoS Hulk,DoS Hulk,0.9993868150082379,
ALERT-00005,483771,2026-08-12T13:57:00,10.0.160.145,192.168.26.19,PortScan,PortScan,0.9991783928988536,CAMP-0002
ALERT-00304,73888,2026-08-12T13:57:21,10.0.26.252,192.168.176.95,DDoS,DDoS,0.99968445754654,
ALERT-00214,110925,2026-08-12T14:00:25,10.0.170.242,192.168.103.209,DDoS,DDoS,0.9996844956469082,
ALERT-00167,427856,2026-08-12T14:00:35,10.0.142.136,192.168.89.109,Web Attack - XSS,BENIGN,0.5613114125524594,
ALERT-00229,162702,2026-08-12T14:01:03,10.0.251.121,192.168.63.117,DoS Hulk,DoS Hulk,0.999386816615659,
ALERT-00332,92267,2026-08-12T14:01:06,10.0.219.168,192.168.167.225,DoS Hulk,DoS Hulk,0.9993868152641417,
ALERT-00311,474566,2026-08-12T14:02:40,10.0.53.18,192.168.213.196,DDoS,DDoS,0.9996844975082619,
ALERT-00310,140309,2026-08-12T14:08:20,10.0.63.254,192.168.33.202,DoS Hulk,DoS Hulk,0.9993868141240498,
ALERT-00146,502821,2026-08-12T14:09:04,10.0.207.31,192.168.204.252,DoS Hulk,DoS Hulk,0.9993868218014725,
ALERT-00206,125975,2026-08-12T14:14:08,10.0.247.173,192.168.215.221,DDoS,DDoS,0.999684501980047,
ALERT-00261,212327,2026-08-12T14:18:28,10.0.159.175,192.168.62.128,DoS Hulk,DoS Hulk,0.9993868182686683,
ALERT-00265,336457,2026-08-12T14:20:53,10.0.19.114,192.168.242.89,PortScan,PortScan,0.999015489558475,
ALERT-00126,125674,2026-08-12T14:23:15,10.0.137.7,192.168.233.101,FTP-Patator,FTP-Patator,0.9996980518388514,
ALERT-00154,404457,2026-08-12T14:23:34,10.0.199.124,192.168.120.112,DDoS,DDoS,0.9996844973934195,
ALERT-00192,434673,2026-08-12T14:24:18,10.0.41.1,192.168.105.116,PortScan,PortScan,0.9991818811275245,
ALERT-00313,407249,2026-08-12T14:25:29,10.0.85.199,192.168.38.202,PortScan,PortScan,0.9991824637356831,
ALERT-00308,237255,2026-08-12T14:26:07,10.0.170.55,192.168.165.164,DoS Hulk,DoS Hulk,0.9993868254935367,
ALERT-00203,321629,2026-08-12T14:26:36,10.0.139.127,192.168.113.21,DoS Hulk,DoS Hulk,0.9993868143387321,
ALERT-00230,41631,2026-08-12T14:27:20,10.0.38.99,192.168.49.236,DoS Hulk,DoS Hulk,0.9993869332307784,
ALERT-00145,426151,2026-08-12T14:27:54,10.0.27.179,192.168.198.78,DoS Hulk,DoS Hulk,0.9993868347203196,
ALERT-00121,268777,2026-08-12T14:29:27,10.0.138.192,192.168.189.140,DDoS,DDoS,0.999684497639566,
ALERT-00139,168987,2026-08-12T14:31:38,10.0.197.95,192.168.43.156,DoS Hulk,DoS Hulk,0.9993868230705362,
ALERT-00327,133156,2026-08-12T14:32:12,10.0.19.231,192.168.21.83,DDoS,DDoS,0.9996844953884445,
ALERT-00188,485194,2026-08-12T14:32:56,10.0.79.146,192.168.159.16,DoS Hulk,DoS Hulk,0.9993868220591798,
ALERT-00322,352478,2026-08-12T14:35:55,10.0.116.129,192.168.57.243,DoS Hulk,DoS Hulk,0.9993868150491092,
ALERT-00125,111709,2026-08-12T14:39:50,10.0.216.120,192.168.236.33,DoS Hulk,DoS Hulk,0.9993868386729341,
ALERT-00219,381593,2026-08-12T14:40:02,10.0.14.49,192.168.133.93,DoS Hulk,DoS Hulk,0.9993868149711356,
ALERT-00328,116404,2026-08-12T14:40:57,10.0.38.17,192.168.33.71,DDoS,DDoS,0.9996746018878807,
ALERT-00081,169218,2026-08-12T14:45:40,10.0.22.73,192.168.132.170,DDoS,DDoS,0.9996817029630404,CAMP-0028
ALERT-00016,142119,2026-08-12T14:46:22,10.0.54.184,192.168.88.53,DoS Hulk,BENIGN,0.8480484533303477,CAMP-0007
ALERT-00150,399970,2026-08-12T14:47:06,10.0.28.111,192.168.246.93,DDoS,DDoS,0.9996845033381776,
ALERT-00017,132870,2026-08-12T14:47:39,10.0.54.184,192.168.88.53,PortScan,PortScan,0.9990135425971088,CAMP-0007
ALERT-00082,461061,2026-08-12T14:48:28,10.0.22.73,192.168.132.170,DDoS,DDoS,0.9996845022579065,CAMP-0028
ALERT-00018,306174,2026-08-12T14:49:58,10.0.54.184,192.168.88.53,DoS Hulk,DoS Hulk,0.9993868609554017,CAMP-0007
ALERT-00083,325258,2026-08-12T14:50:03,10.0.22.73,192.168.132.170,DoS Hulk,DoS Hulk,0.9993868522999375,CAMP-0028
ALERT-00084,108175,2026-08-12T14:50:36,10.0.22.73,192.168.132.170,DDoS,DDoS,0.9996844964946492,CAMP-0028
ALERT-00127,436929,2026-08-12T14:51:01,10.0.145.170,192.168.7.22,DoS Hulk,DoS Hulk,0.9993868360114714,
ALERT-00019,92175,2026-08-12T14:52:13,10.0.54.184,192.168.88.53,SSH-Patator,SSH-Patator,0.6989280543958749,CAMP-0007
ALERT-00148,279411,2026-08-12T14:53:38,10.0.170.95,192.168.18.130,DoS Hulk,DoS Hulk,0.9993868163592714,
ALERT-00197,509043,2026-08-12T14:53:41,10.0.109.30,192.168.140.58,DoS Hulk,DoS Hulk,0.9993868269466659,
ALERT-00249,285112,2026-08-12T14:54:53,10.0.87.160,192.168.178.102,DoS Hulk,DoS Hulk,0.9993868154704106,
ALERT-00152,57289,2026-08-12T14:55:14,10.0.112.46,192.168.188.134,DoS Hulk,DoS Hulk,0.9993868193034413,
ALERT-00134,70606,2026-08-12T14:55:56,10.0.58.167,192.168.18.200,DoS GoldenEye,DoS GoldenEye,0.9875793927233031,
ALERT-00242,180461,2026-08-12T14:56:05,10.0.99.254,192.168.170.203,DoS Hulk,DoS Hulk,0.9993868156443716,
ALERT-00247,326519,2026-08-12T14:57:35,10.0.185.37,192.168.105.223,PortScan,PortScan,0.9990340465074744,
ALERT-00323,130109,2026-08-12T14:59:50,10.0.12.187,192.168.201.233,DDoS,DDoS,0.9996844968241889,
ALERT-00275,39378,2026-08-12T15:00:00,10.0.174.194,192.168.185.197,DDoS,DDoS,0.9996822975756057,
